orgunit_id,parent_id,orgunitname,parent_name,area_type_id
715020101,7150201,AKORET,AKORET,GSLC
715010101,7150101,ANGORITIANG,TIRIOKO,GSLC
715020103,7150201,KAPEDO NORTH,AKORET,GSLC
715010102,7150101,KAPUNYANY,TIRIOKO,GSLC
302010301,3020103,PORT REITZ,PORT REITZ,GSLC
302010101,3020101,CHAANI,CHAANI,GSLC
302010201,3020102,CHANGAMWE,CHANGAMWE,GSLC
302020102,3020201,JOMVU KUU,MIRITINI,GSLC
302020101,3020201,MIRITINI,MIRITINI,GSLC
301030101,3010301,JUNDA,KISAUNI,GSLC
301010101,3010101,BAMBURI,BAMBURI,GSLC
301010102,3010101,MAUNGUJA,BAMBURI,GSLC
301010103,3010101,MWAKIRUNGE,BAMBURI,GSLC
301010104,3010101,MWEMBE LEGEZA,BAMBURI,GSLC
301010105,3010101,SHANZU,BAMBURI,GSLC
301030202,3010302,MAWENI,KONGOWEA,GSLC
302030101,3020301,MTONGWE,MTONGWE,GSLC
302030202,3020302,VIJIWENI,SHIKA ADABU,GSLC
302030201,3020302,VYEMANI,SHIKA ADABU,GSLC
302040101,3020401,BOFU,LIKONI,GSLC
302040102,3020401,LIKONI,LIKONI,GSLC
302040103,3020401,TIMBWANI,LIKONI,GSLC
301020102,3010201,KIZINGO,GANJONI,GSLC
301020401,3010204,MAKADARA,OLD TOWN,GSLC
301020402,3010204,MJI WA KALE,OLD TOWN,GSLC
301020702,3010207,TUDOR,TUDOR,GSLC
301020701,3010207,TUDOR FOUR,TUDOR,GSLC
301020601,3010206,BONDENI,TONONOKA,GSLC
301020602,3010206,TONONOKA,TONONOKA,GSLC
301020101,3010201,GANJONI,GANJONI,GSLC
301020501,3010205,RAILWAY/KINGORANI/HIGH LEVEL,RAILWAY,GSLC
301020201,3010202,MAJENGO,MAJENGO,GSLC
301020301,3010203,MWEMBE TAYARI,MWEMBE TAYARI,GSLC
305010101,3050101,BONGWE,DIANI,GSLC
305010102,3050101,GOMBATO,DIANI,GSLC
305010103,3050101,UKUNDA,DIANI,GSLC
305010201,3050102,GAZI,KINONDO,GSLC
305010202,3050102,KINONDO,KINONDO,GSLC
305030101,3050301,FUNZI,KINGWEDE/SHIRA,GSLC
305030102,3050301,KINGWEDE,KINGWEDE/SHIRA,GSLC
305030301,3050303,MILALANI,MSAMBWENI,GSLC
305030201,3050302,MIVUMONI,MIVUMONI,GSLC
305030103,3050301,SHIRAZI,KINGWEDE/SHIRA,GSLC
305030302,3050303,VINGUJINI,MSAMBWENI,GSLC
305020201,3050202,BUMBANI,KIKONENI,GSLC
305030401,3050304,MAJORENI,PONGWE/KIDIMU,GSLC
305030402,3050304,MZIZIMA,PONGWE/KIDIMU,GSLC
305030403,3050304,SHIMONI,PONGWE/KIDIMU,GSLC
305030404,3050304,WASINI/MKWIRO,PONGWE/KIDIMU,GSLC
305020101,3050201,MRIMA/MALAMBA,DZOMBO,GSLC
305020301,3050203,KASEMENI,LUNGA LUNGA,GSLC
305020401,3050204,KILIMANGODO,MWERENI,GSLC
305020402,3050204,MWENA,MWERENI,GSLC
305020501,3050205,JEGO,VANGA,GSLC
305020502,3050205,KIWEGU,VANGA,GSLC
305020302,3050203,SEGA,LUNGA LUNGA,GSLC
305020503,3050205,VANGA,VANGA,GSLC
303020101,3030201,GOLINI,GOLINI,GSLC
303020401,3030204,KUNDUTSI,TSIMBA,GSLC
303020402,3030204,MAZUMALUME,TSIMBA,GSLC
303020201,3030202,MBUGUNI,MBUGUNI,GSLC
303020301,3030203,KITEJE,NGOMBENI,GSLC
303020601,3030206,KITIVO,WAA,GSLC
303020602,3030206,KOMBANI,WAA,GSLC
303020603,3030206,MATUGA,WAA,GSLC
303020302,3030203,NGOMBENI,NGOMBENI,GSLC
303020303,3030203,PUNGU,NGOMBENI,GSLC
303020501,3030205,MKOYO,TIWI,GSLC
303020502,3030205,SIMKUMBE,TIWI,GSLC
303010101,3030101,BOYANI,MAJIMBONI,GSLC
303010102,3030101,KIPAMBANI,MAJIMBONI,GSLC
303010201,3030102,LUKORE,LUKORE,GSLC
303010103,3030101,MAJIMBONI,MAJIMBONI,GSLC
303010104,3030101,MAKOBE,MAJIMBONI,GSLC
303010301,3030103,MANGAWANI,MANGAWANI,GSLC
303010601,3030106,MANYATTA,MWALUVANGA,GSLC
303010105,3030101,MSULWA,MAJIMBONI,GSLC
303010602,3030106,MWALUVANGA,MWALUVANGA,GSLC
303010106,3030101,SHIMBA HILLS,MAJIMBONI,GSLC
303030101,3030301,SHIMBA HILLS N. PARK,SHIMBA HILLS,GSLC
303010501,3030105,KIZIBE,MWALUPHAMBA,GSLC
303010401,3030104,MKOMBA,MKONGANI,GSLC
303010502,3030105,MLAFYENI,MWALUPHAMBA,GSLC
303010402,3030104,MTSAMVIANI,MKONGANI,GSLC
303010403,3030104,TIRIBE,MKONGANI,GSLC
304030101,3040301,GULANZE,NDAVAYA,GSLC
304030102,3040301,KIFYONZO,NDAVAYA,GSLC
304030103,3040301,MWANDIMU,NDAVAYA,GSLC
304030104,3040301,NDAVAYA,NDAVAYA,GSLC
304020301,3040203,BUSA,VIGURUNGANI,GSLC
304020201,3040202,MAZOLA,PUMA,GSLC
304020302,3040203,VIGURUNGANI,VIGURUNGANI,GSLC
304020101,3040201,DUMBULE,KINANGO,GSLC
304010101,3040101,GANDINI,GANDINI,GSLC
304020102,3040201,KIBANDAONGO,KINANGO,GSLC
304020103,3040201,KINANGO,KINANGO,GSLC
304040501,3040405,DUPHARU,TARU,GSLC
304040201,3040402,KILIBASI,MACKINNON ROAD,GSLC
304040202,3040402,MACKINNON ROAD,MACKINNON ROAD,GSLC
304040301,3040403,MAKAMINI,MAKAMINI,GSLC
304040302,3040403,VINYUNDUNI,MAKAMINI,GSLC
304040101,3040401,CHENGONI,CHENGONI,GSLC
304040401,3040404,KINAGONI,SAMBURU SOUTH,GSLC
304040102,3040401,MAJI YA CHUMVI,CHENGONI,GSLC
304040402,3040404,MATOPE,SAMBURU SOUTH,GSLC
304040103,3040401,SILALONI,CHENGONI,GSLC
304010501,3040105,KALALANI,MWAVUMBO,GSLC
304010401,3040104,MATUMBI,MWATATE,GSLC
304010502,3040105,MWABILA,MWAVUMBO,GSLC
304010402,3040104,MWATATE,MWATATE,GSLC
304010301,3040103,BOFU,MTAA,GSLC
304010201,3040102,CHIGATO,KASEMENI,GSLC
304010302,3040103,MABESHENI,MTAA,GSLC
304010202,3040102,MAZERAS,KASEMENI,GSLC
304010203,3040102,MNYENZENI,KASEMENI,GSLC
304010303,3040103,MTAA,MTAA,GSLC
304010204,3040102,MWAMDUDU,KASEMENI,GSLC
306010101,3060101,MTONDIA/ MAJAONI,TEZO,GSLC
306010301,3060103,NGERENYA,NGERENYA,GSLC
306010303,3060103,ZOWERANI,NGERENYA,GSLC
306010501,3060105,HOSPITAL,TOWNSHIP,GSLC
306010503,3060105,SOKONI,TOWNSHIP,GSLC
306010302,3060103,EZAMOYO,NGERENYA,GSLC
306010102,3060101,KIBARANI,TEZO,GSLC
306010502,3060105,KONJORA,TOWNSHIP,GSLC
308010502,3080105,DABASO,GEDE,GSLC
308010503,3080105,MIDA,GEDE,GSLC
308010501,3080105,MIJOMBONI,GEDE,GSLC
308010504,3080105,MKENGE,GEDE,GSLC
306010202,3060102,CHUMANI,ROKA,GSLC
306010401,3060104,MATSANGONI,MATSANGONI,GSLC
306010403,3060104,MKONGANI,MATSANGONI,GSLC
306010201,3060102,ROKA,ROKA,GSLC
306010402,3060104,UYOMBO,MATSANGONI,GSLC
308010403,3080104,CHEMBE KIBARAMCHE,WATAMU,GSLC
308010402,3080104,JIMBA,WATAMU,GSLC
308010404,3080104,MBARAKA CHEMBE,WATAMU,GSLC
308010401,3080104,WATAMU,WATAMU,GSLC
306020303,3060203,KIRIBA/WANGWANI,TAKAUNGU,GSLC
306020301,3060203,MAVUENI,TAKAUNGU,GSLC
306020304,3060203,MKWAJUNI/MKOMANI,TAKAUNGU,GSLC
306010504,3060105,MNARANI,TOWNSHIP,GSLC
306020302,3060203,TAKAUNGU,TAKAUNGU,GSLC
306020201,3060202,JUNJU,JUNJU,GSLC
306020202,3060202,KURUWITU,JUNJU,GSLC
306020203,3060202,VIPINGO/GONGONI,JUNJU,GSLC
306070102,3060701,KIZINGO,MWARAKAYA,GSLC
306070101,3060701,MWARAKAYA,MWARAKAYA,GSLC
306070402,3060704,MWEMBE KATI,BANDARA SALAMA,GSLC
306070401,3060704,PINGILIKANI,BANDARA SALAMA,GSLC
306020101,3060201,SHIMO LA TEWA,MTWAPA,GSLC
306070301,3060703,CHASIMBA,CHASIMBA,GSLC
306070303,3060703,KITSOENI,CHASIMBA,GSLC
306070302,3060703,MWAKAMBI,CHASIMBA,GSLC
306070202,3060702,NGOMBENI,ZIANI,GSLC
306070201,3060702,ZIANI,ZIANI,GSLC
306020103,3060201,KANAMAI,MTWAPA,GSLC
306020104,3060201,KIDUTANI/MAWAMBA,MTWAPA,GSLC
306020102,3060201,KIJIPWA,MTWAPA,GSLC
307030102,3070301,KAWALA/KADZONZO,MARIAKANI,GSLC
307030101,3070301,MARIAKANI/MITANGONI,MARIAKANI,GSLC
307010502,3070105,KINAGONI,KAYAFUNGO,GSLC
307010501,3070105,MBALAMWENI,KAYAFUNGO,GSLC
307010504,3070105,MIYANI,KAYAFUNGO,GSLC
307030302,3070303,MNYENZENI,TSANGATSINI,GSLC
307010503,3070105,MRIMANI,KAYAFUNGO,GSLC
307030301,3070303,TSANGATSINI,TSANGATSINI,GSLC
307010103,3070101,BIRINI/MWAMULETA,KALOLENI,GSLC
307010201,3070102,CHILULU,JIBANA,GSLC
307010101,3070101,KALOLENI/VISHAKANI,KALOLENI,GSLC
307010203,3070102,KWALE,JIBANA,GSLC
307010102,3070101,MAKOMBOANI/KINANI,KALOLENI,GSLC
307010105,3070101,MIHINGONI CHALANI,KALOLENI,GSLC
307010104,3070101,MIKIRIANI,KALOLENI,GSLC
307010204,3070102,NYALANI,JIBANA,GSLC
307010202,3070102,TSAGWA,JIBANA,GSLC
307030203,3070302,KIBWABWANI,MWANAMWINGA,GSLC
307030202,3070302,KITHENGWANI/MAZIACHEND,MWANAMWINGA,GSLC
307030201,3070302,VIRAGONI,MWANAMWINGA,GSLC
307020301,3070203,BWAGAMOYO,MWAWESA,GSLC
307020303,3070203,MIKAHANI,MWAWESA,GSLC
307020302,3070203,MWAMTSUNGA,MWAWESA,GSLC
307020101,3070201,JIMBA,RURUMA,GSLC
307020103,3070201,MIYUNI,RURUMA,GSLC
307020102,3070201,MLEJI,RURUMA,GSLC
307010401,3070104,CHAURINGO,RIBE,GSLC
307010302,3070103,MBWAKA/KIKOMANI,KAMBE,GSLC
307010301,3070103,PANGANI/MAERENI,KAMBE,GSLC
307020201,3070202,BUNI/KISIMANI,RABAI,GSLC
307020204,3070202,KALIANGOMBE,RABAI,GSLC
307020202,3070202,KISURUTINI/MWELE/SIMAK,RABAI,GSLC
307020203,3070202,MGUMO WA PATSA/MAZERAS,RABAI,GSLC
306040302,3060403,DUNGICHA,DUNGICHA,GSLC
306040101,3060401,GANZE/TSANGALAWENI,GANZE,GSLC
306030303,3060303,MAGOGONI,SOKOKE,GSLC
306060301,3060603,MIRIHINI,NDIGIRIA,GSLC
306060302,3060603,MWAMBANI,NDIGIRIA,GSLC
306040301,3060403,MWEZA/MIGODOMANI,DUNGICHA,GSLC
306030302,3060303,NYARI,SOKOKE,GSLC
306040102,3060401,PETANGUO,GANZE,GSLC
306030301,3060303,RARE,SOKOKE,GSLC
306060503,3060605,DANGARANI,MITANGANI,GSLC
306060504,3060605,GEDE,MITANGANI,GSLC
306060505,3060605,GOSHI,MITANGANI,GSLC
306060404,3060604,KARIMANI,BANDARI,GSLC
306060402,3060604,KIDEMU,BANDARI,GSLC
306060501,3060605,MIDOINA,MITANGANI,GSLC
306060506,3060605,MIGUNJINI,MITANGANI,GSLC
306060403,3060604,MIKAMINI,BANDARI,GSLC
306060401,3060604,MITSEMERINI,BANDARI,GSLC
306060502,3060605,MNAGONI,MITANGANI,GSLC
306060201,3060602,MTSARA WA TSATSU,MTSARA WA TSATSU,GSLC
306060102,3060601,MWAKALA,BAMBA,GSLC
306060101,3060601,PAZIANI,BAMBA,GSLC
306050103,3060501,CHIVARA,JARIBUNI,GSLC
306050202,3060502,MAGOGONI/MATOLANI,KAUMA,GSLC
306050102,3060501,MARERE,JARIBUNI,GSLC
306040202,3060402,MARIAKANI/VITSAPUNI,PALAKUMI,GSLC
306050203,3060502,MDANGARANI,KAUMA,GSLC
306050101,3060501,MWAPULA,JARIBUNI,GSLC
306050302,3060503,NGAMANI,VYAMBANI,GSLC
306040201,3060402,PALAKUMI,PALAKUMI,GSLC
306050201,3060502,VINAGONI,KAUMA,GSLC
306050301,3060503,VYAMBANI,VYAMBANI,GSLC
306080101,3060801,ARABUKO SOKOKE FOREST,ARABUKO SOKOKE,GSLC
306030501,3060305,BALE,DIDA,GSLC
306030503,3060305,DIDA,DIDA,GSLC
306030401,3060304,DULUKIZA,MRIMA WA NDEGE,GSLC
306030104,3060301,DZIKUNZE,MWAHERA,GSLC
306030103,3060301,KAEMBENI,MWAHERA,GSLC
306030502,3060305,KAHINGONI,DIDA,GSLC
306030203,3060302,MADAMANI,VITENGENI,GSLC
308040301,3080403,MALANGA,MALANGA,GSLC
306030403,3060304,MILORE,MRIMA WA NDEGE,GSLC
306030201,3060302,MITSEDZINI,VITENGENI,GSLC
306030402,3060304,MRIMA WA NDEGE,MRIMA WA NDEGE,GSLC
306030101,3060301,MWAHERA,MWAHERA,GSLC
306030105,3060301,MWANGEA,MWAHERA,GSLC
306060303,3060603,NDIGIRIA/MAPOTEA,NDIGIRIA,GSLC
306030102,3060301,NDUGUMANI,MWAHERA,GSLC
306030202,3060302,VITENGENI,VITENGENI,GSLC
308040201,3080402,GIRIMACHA,JILORE,GSLC
308040203,3080402,JILORE/ZIANI,JILORE,GSLC
308040202,3080402,KAKONENI,JILORE,GSLC
308040101,3080401,LANGOBAYA,LANGOBAYA,GSLC
308040103,3080401,MAKOBENI,LANGOBAYA,GSLC
308040102,3080401,MKONDONI,LANGOBAYA,GSLC
308010301,3080103,KAKUYUNI,GOSHI,GSLC
308010303,3080103,MADUNGUNI,GOSHI,GSLC
308010305,3080103,MALIMO,GOSHI,GSLC
308010302,3080103,MONGOTINI/BURA,GOSHI,GSLC
308010304,3080103,PAZIANI,GOSHI,GSLC
308010203,3080102,GANDA,GANDA,GSLC
308010105,3080101,KIJIWETANGA,MALINDI TOWN,GSLC
308010201,3080102,MERE,GANDA,GSLC
308010202,3080102,MSABAHA,GANDA,GSLC
308010103,3080101,BARANI,MALINDI TOWN,GSLC
308010101,3080101,CENTRAL,MALINDI TOWN,GSLC
308010104,3080101,SHELLA,MALINDI TOWN,GSLC
308020201,3080202,DAKACHA,BUNGALE,GSLC
308020102,3080201,MADINA,MARAFA,GSLC
308020103,3080201,MAMBASA,MARAFA,GSLC
308030104,3080301,BOMANI,MAGARINI,GSLC
308030103,3080301,MAMBRUI,MAGARINI,GSLC
308030102,3080301,MARIKEBUNI,MAGARINI,GSLC
308030101,3080301,PUMWANI,MAGARINI,GSLC
308030201,3080302,FUNDISSA,FUNDISSA,GSLC
308030303,3080303,GONGONI,GONGONI,GSLC
308030302,3080303,NGOMENI,GONGONI,GSLC
308030301,3080303,SHOMELA,GONGONI,GSLC
308020503,3080205,ADU,ADU,GSLC
308020501,3080205,KADZANDANI,ADU,GSLC
308020502,3080205,KAMALE,ADU,GSLC
308040401,3080404,KISIKI,CHAKAMA,GSLC
308040402,3080404,MAKONGENI,CHAKAMA,GSLC
308030202,3080302,MARERENI,FUNDISSA,GSLC
308040403,3080404,MATALONI,CHAKAMA,GSLC
308020504,3080205,RAMADA,ADU,GSLC
308020203,3080202,BARICHO,BUNGALE,GSLC
308020401,3080204,BATE,DAGAMRA,GSLC
308020101,3080201,BORE,MARAFA,GSLC
308020403,3080204,BURA,DAGAMRA,GSLC
308020202,3080202,GANDINI,BUNGALE,GSLC
308020402,3080204,KAYA,DAGAMRA,GSLC
308020303,3080203,MASINDENI,GARASHI,GSLC
308020302,3080203,MIKUYUNI,GARASHI,GSLC
308020301,3080203,SINGWAYA,GARASHI,GSLC
308010102,3080101,SABAKI,MALINDI TOWN,GSLC
310020101,3100201,KIPINI,KIPINI,GSLC
310020102,3100201,MATANGENI,KIPINI,GSLC
310020201,3100202,OZI,OZI,GSLC
310020202,3100202,MPEKETONI,OZI,GSLC
310020301,3100203,KAU,KILELENGWANI,GSLC
310020302,3100203,KILELENGWANI,KILELENGWANI,GSLC
310010101,3100101,IDSOWE,SHIRIKISHO,GSLC
310010102,3100101,DALU,SHIRIKISHO,GSLC
310030401,3100304,ODA,WACHU-ODA,GSLC
310030501,3100305,NGAO,NGAO,GSLC
310030502,3100305,TARASAA,NGAO,GSLC
310030503,3100305,GOLBANTI,NGAO,GSLC
310030201,3100302,KIKOMO,KONE MANSA,GSLC
310030202,3100302,ODOLE,KONE MANSA,GSLC
310030301,3100303,SEMIKARO,CHARA,GSLC
310030302,3100303,CHAMWANAMUMA,CHARA,GSLC
310030402,3100304,HANDARAKU,WACHU-ODA,GSLC
310030403,3100304,KURAWA,WACHU-ODA,GSLC
310010201,3100102,DANISA,GALILI,GSLC
310010202,3100102,DUMI,GALILI,GSLC
310010203,3100102,GALILI,GALILI,GSLC
310030101,3100301,ONGONYO,KIPAO,GSLC
310030102,3100301,KIPAO,KIPAO,GSLC
310010301,3100103,GARSEN,BILISA,GSLC
310010302,3100103,CHIRA,BILISA,GSLC
310010601,3100106,ASSA,ASSA,GSLC
310010602,3100106,ONJILA,ASSA,GSLC
310010603,3100106,KONE,ASSA,GSLC
310040101,3100401,TSAVO EAST,TSAVO EAST,GSLC
310010401,3100104,WEMA,SALAMA,GSLC
310010501,3100105,BENDERANI,MWINA,GSLC
310010502,3100105,MIKAMENI,MWINA,GSLC
310010503,3100105,SERA,MWINA,GSLC
310010701,3100107,MNAZINI,NDERA,GSLC
310010702,3100107,BAOMO,NDERA,GSLC
309030302,3090303,HARORESA,KALKACHA,GSLC
309050101,3090501,HARA,GWANO,GSLC
309050102,3090501,MARONI,GWANO,GSLC
309050103,3090501,WENJE,GWANO,GSLC
309050201,3090502,BUBUBU,JAMHURI,GSLC
309050301,3090503,MAJENGO,KINAKOMBA,GSLC
309050302,3090503,MASALANI,KINAKOMBA,GSLC
309050401,3090504,GAFURU,MAZUNI,GSLC
309050402,3090504,MAZUNI,MAZUNI,GSLC
309050403,3090504,MKOMANI,MAZUNI,GSLC
309030303,3090303,KALKACHA,KALKACHA,GSLC
309030701,3090307,LENDA,MIKINDUNI,GSLC
309030702,3090307,MIKINDUNI,MIKINDUNI,GSLC
309050501,3090505,BONDENI,NDURA,GSLC
309050502,3090505,HANDAMPIA,NDURA,GSLC
309030101,3090301,CHEWANI,CHEWANI,GSLC
309030102,3090301,HOLA MISSION,CHEWANI,GSLC
309030401,3090304,KIARIKUNGU,KIARIKUNGU,GSLC
309030402,3090304,MATANYA,KIARIKUNGU,GSLC
309030501,3090305,BUBU,MAKERE,GSLC
309030502,3090305,GHOREI,MAKERE,GSLC
309030601,3090306,MASABUBU,MASABUBU,GSLC
309030602,3090306,RHOKA,MASABUBU,GSLC
309030801,3090308,BOHONI,MILALULU,GSLC
309030802,3090308,LAINI,MILALULU,GSLC
309031101,3090311,HOLA,ZUBAKI,GSLC
309031102,3090311,KIBUYU,ZUBAKI,GSLC
309030201,3090302,CHIFIRI,CHIFIRI,GSLC
309030202,3090302,HAKOKA,CHIFIRI,GSLC
309030301,3090303,DAYATE,KALKACHA,GSLC
309030901,3090309,TITILA,WALDENA,GSLC
309030902,3090309,WALDENA,WALDENA,GSLC
309031001,3090310,WAYU,WAYU,GSLC
309020201,3090202,CHEWELE,CHEWELE,GSLC
309020202,3090202,WADESA,CHEWELE,GSLC
309020401,3090204,DUKANOTU,NANIGHI,GSLC
309020402,3090204,NANIGHI,NANIGHI,GSLC
309020101,3090201,BISIKIDERA,BURA,GSLC
309020102,3090201,METI,BURA,GSLC
309020301,3090203,HALO,HIRIMANI,GSLC
309020302,3090203,HIRIMANI,HIRIMANI,GSLC
309020303,3090203,WALESORHEA,HIRIMANI,GSLC
309010101,3090101,BANGALE,BANGALE,GSLC
309010301,3090103,BOKA,KAMAGURU,GSLC
309010302,3090103,KAMAGURU,KAMAGURU,GSLC
309010303,3090103,ODOWAN,KAMAGURU,GSLC
309040102,3090401,MARAMTU,MADOGO,GSLC
309040201,3090402,MORORO,MORORO,GSLC
309040202,3090402,ZIWANI,MORORO,GSLC
309040401,3090404,SALA,SALA,GSLC
309040402,3090404,SOMBO,SALA,GSLC
309010201,3090102,BUWA,BUWA,GSLC
309010202,3090102,KORATI,BUWA,GSLC
309010401,3090104,ASAKO,MBALAMBALA,GSLC
309010402,3090104,PAMBA,MBALAMBALA,GSLC
309040101,3090401,MADOGO,MADOGO,GSLC
309040301,3090403,KONORAMADHA,SAKA,GSLC
309040302,3090403,MULANJO,SAKA,GSLC
311060101,3110601,KIZINGITINI,KIZINGITINI,GSLC
311050101,3110501,KWATINI,FAZA,GSLC
311050102,3110501,KWATONGANI,FAZA,GSLC
311060301,3110603,MYABOGI,MBWAJUMALI,GSLC
311050201,3110502,PATE,PATE,GSLC
311050302,3110503,SHANGA,SIYU,GSLC
311050301,3110503,SIYU,SIYU,GSLC
311050401,3110504,TCHUNDWA,TCHUNDWA,GSLC
311060202,3110602,KIWAYUU,NDAU,GSLC
311070102,3110701,MKOKONI,KIUNGA,GSLC
311060201,3110602,NDAU,NDAU,GSLC
311070101,3110701,RUBU/MWABORE,KIUNGA,GSLC
311070202,3110702,MANGAI,BASUBA,GSLC
311070203,3110702,MARARANI,BASUBA,GSLC
311070201,3110702,MILIMANI,BASUBA,GSLC
311010302,3110103,MANDA,SHELLA-MANDA,GSLC
311010301,3110103,SHELLA,SHELLA-MANDA,GSLC
311010402,3110104,KIPUNGANI,MATONDONI,GSLC
311010201,3110102,LANGONI,LANGONI,GSLC
311010401,3110104,MATONDONI,MATONDONI,GSLC
311010101,3110101,MKOMANI,MKOMANI,GSLC
311020102,3110201,BARGONI,HINDI/MAGOGONI,GSLC
311020101,3110201,HINDI/MAGOGONI,HINDI/MAGOGONI,GSLC
311020202,3110202,KILIMANI,MOKOWE,GSLC
311020201,3110202,MOKOWE,MOKOWE,GSLC
311030601,3110306,MAPENYA,MAPENYA,GSLC
311030201,3110302,MKUNUMBI,MKUNUMBI,GSLC
311030301,3110303,NDAMBWE,NDAMBWE,GSLC
311030602,3110306,UZIWA,MAPENYA,GSLC
311030502,3110305,BOMANI,HONGWE,GSLC
311030501,3110305,HONGWE,HONGWE,GSLC
311040202,3110402,CHALALUMA,DIDE WARIDE,GSLC
311040201,3110402,MOA,DIDE WARIDE,GSLC
311040102,3110401,PANDANGUO,WITU,GSLC
311040101,3110401,WITU,WITU,GSLC
311030401,3110304,BAHARI,BAHARI,GSLC
311030102,3110301,CENTRAL,MPEKETONI,GSLC
311030101,3110301,KIONGWE,MPEKETONI,GSLC
311030402,3110304,TEWE,BAHARI,GSLC
313010101,3130101,CHUMVINI,NJUKINI,GSLC
313010102,3130101,NJUKINI,NJUKINI,GSLC
313010103,3130101,LUMI,NJUKINI,GSLC
313010201,3130102,MAHANDAKINI,CHALA,GSLC
313010202,3130102,CHALA,CHALA,GSLC
313010203,3130102,NAKRUTO,CHALA,GSLC
313020101,3130201,MSENGONI,TIMBILA,GSLC
313030101,3130301,MALUKILORITI,MAHOO,GSLC
313030102,3130301,MAHOO,MAHOO,GSLC
313030302,3130303,LESESIA,NGARIGHASHA,GSLC
313030202,3130302,NJORO,BOMENI,GSLC
313030301,3130303,MJINI,NGARIGHASHA,GSLC
313030201,3130302,MBOGHONI,BOMENI,GSLC
313030401,3130304,KITOBO,KITOBO,GSLC
313030402,3130304,MRABANI,KITOBO,GSLC
313030501,3130305,KIMORIGO,KIMORIGO,GSLC
313030502,3130305,EL DORO,KIMORIGO,GSLC
313020102,3130201,NDILIDAU,TIMBILA,GSLC
313020201,3130202,MATA,JIPE,GSLC
313020202,3130202,KIMALA,JIPE,GSLC
313040101,3130401,TSAVO WEST NATIONAL PARK,TSAVO WEST NATIONAL PARK,GSLC
312040101,3120401,WUNDANYI,WUNDANYI,GSLC
312040102,3120401,SHIGHARO,WUNDANYI,GSLC
312040103,3120401,SUNGULULU,WUNDANYI,GSLC
312040104,3120401,MTENI,WUNDANYI,GSLC
312040701,3120407,MBALE CENTRAL,MBALE,GSLC
312040702,3120407,CHOKE,MBALE,GSLC
312040703,3120407,MLECHI,MBALE,GSLC
312040704,3120407,MOGHO,MBALE,GSLC
312040601,3120406,MLONDO,WERUGHA,GSLC
312040602,3120406,WERUGHA,WERUGHA,GSLC
312040603,3120406,MARUMANGE,WERUGHA,GSLC
312040604,3120406,SAGHASA,WERUGHA,GSLC
312040301,3120403,KISHUSHE,KISHUSHE,GSLC
312040302,3120403,PARANGA,KISHUSHE,GSLC
312040501,3120405,MGAMBONYI,WUMINGU,GSLC
312040502,3120405,NYACHE,WUMINGU,GSLC
312040503,3120405,MWARUNGU,WUMINGU,GSLC
312040504,3120405,WUMINGU,WUMINGU,GSLC
312080101,3120801,TSAVO EAST NATIONAL PARK,TSAVO EAST NATIONAL PARK,GSLC
312040201,3120402,MJAWULI,MWANDA,GSLC
312040202,3120402,KISHAMBA,MWANDA,GSLC
312040401,3120404,MGANGE NYIKA,MGHANGE,GSLC
312040402,3120404,MGANGE DAWIDA,MGHANGE,GSLC
312040403,3120404,LUSHANGONYI,MGHANGE,GSLC
312040404,3120404,MWAROKO,MGHANGE,GSLC
312030303,3120303,MENGO,KISHAMBA,GSLC
312050101,3120501,NDEBONYI/BAGHAU,KONGE JUU,GSLC
312050102,3120501,KIRONGE/MWAKALERI,KONGE JUU,GSLC
312050103,3120501,KISHAU KIWETO,KONGE JUU,GSLC
312060101,3120601,MUSAU RAHAI,RONGE,GSLC
312060102,3120601,RONGE NYIKA,RONGE,GSLC
312060103,3120601,KIGHOMBO/MARUMBENYI,RONGE,GSLC
312030101,3120301,MWATATE,MWATATE,GSLC
312030102,3120301,MADAMBOGHO,MWATATE,GSLC
312030103,3120301,SEMBE,MWATATE,GSLC
312030601,3120306,MRUGHUA,BURA,GSLC
312030602,3120306,ILOLE,BURA,GSLC
312030603,3120306,NYOLO,BURA,GSLC
312030604,3120306,SAGHAIGHU,BURA,GSLC
312030605,3120306,MNAMU,BURA,GSLC
312030701,3120307,MWASHUMA,MWAKITAU,GSLC
312030702,3120307,GODOMA,MWAKITAU,GSLC
312030703,3120307,MWAKITAU,MWAKITAU,GSLC
312030201,3120302,WUMARI SECHU,MWACHABO,GSLC
312030202,3120302,MWACHABO,MWACHABO,GSLC
312030203,3120302,MRURU MANGANGA,MWACHABO,GSLC
312030402,3120304,CHAWIA,CHAWIA,GSLC
312030301,3120303,KISHAMBA,KISHAMBA,GSLC
312030302,3120303,KAYA ILOLE,KISHAMBA,GSLC
312030304,3120303,MWACHAWAZA,KISHAMBA,GSLC
312030401,3120304,WUSI,CHAWIA,GSLC
312030501,3120305,KIDAYA NGERENYI,KIDAYA NGERENYI,GSLC
312020202,3120202,MWANGEA,VOI,GSLC
312060201,3120602,MRARU,MBOLOLO,GSLC
312060202,3120602,TAUSA,MBOLOLO,GSLC
312020101,3120201,TERI,SAGALLA,GSLC
312020102,3120201,KISHAMBA/MGANGE,SAGALLA,GSLC
312020103,3120201,TALIO,SAGALLA,GSLC
312020104,3120201,NDARA SAGALA,SAGALLA,GSLC
312020201,3120202,KALOLENI,VOI,GSLC
